GRNBAT20180914171811143  SG                       201809145222                     00010                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00020                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00030                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00040                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00050                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00060                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00070                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00080                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00090                                                                                                                                             9000000                            5100000000000000000500                                                  
GRNBAT20180914171811143  SG                       201809145222                     00100                                                                                                                                             9000000                            5100000000000000000100                                                  
GRNBAT20180914171811143  SG                       201809145222                     00110                                                                                                                                             9000000                            5100000000000000000200                                                  
GRNBAT20180914171811143  SG                       201809145222                     00120                                                                                                                                             9000000                            5100000000000000000200                                                  
GRNBAT20180914171811143  SG                       201809145222                     00130                                                                                                                                             9000000                            5100000000000000000200                                                  
GRNBAT20180914171811143  SG                       201809145222                     00140                                                                                                                                             9000000                            5100000000000000001000                                                  

